Category,Subcategory,Note,Amount,Hour,DayOfWeek,Payment Mode
transportation,81,745,-0.22921851969233178,0,3,1
subscription,50,1011,-0.023334266857368065,0,0,2
household,43,514,-0.22452748608343387,0,0,1
household,2,160,-0.2083694814305633,0,0,2
food,17,50,-0.22921851969233178,0,0,1
food,53,15,-0.2164484837569986,0,0,1
household,43,324,-0.1640652751243053,0,3,1
household,43,653,-0.20055109208240013,0,3,1
food,49,282,-0.21618787077872648,0,3,1
documents,84,179,-0.2214001303441686,0,3,2
food,18,1008,-0.05695334105446973,0,4,0
transportation,6,963,0.02618219901433207,0,4,2
food,22,167,-0.22400626012688965,0,4,2
food,53,15,-0.2164484837569986,0,4,2
household,43,910,0.06266801597242691,0,4,0
health,52,815,-0.19325392869078115,0,4,1
subscription,1,193,-0.10881532373061882,0,1,0
food,41,807,-0.23052158458369232,0,1,1
household,29,572,-0.07832360527278243,0,1,0
food,53,15,-0.2164484837569986,0,1,1
money transfer,37,1011,7.583958568905405,0,1,2
maid,62,1011,0.286795177286438,0,1,1
food,9,427,-0.22661238990961072,13,3,1
food,85,387,-0.22791545480097125,10,2,1
family,54,438,-0.11715493903532621,21,0,2
food,74,138,-0.22661238990961072,18,0,1
household,43,1011,-0.1869992172122506,18,0,1
food,25,1011,-0.23312771436641336,18,0,1
subscription,55,365,-0.18725983019052272,13,0,2
food,85,459,-0.23182464947505285,18,4,1
food,32,924,-0.21618787077872648,18,6,1
subscription,60,400,0.22138131974013944,19,5,0
subscription,77,720,-0.19377515464732536,17,1,0
subscription,55,365,-0.18725983019052272,11,1,2
transportation,4,761,-0.2135817409960054,5,1,1
transportation,4,51,-0.22661238990961072,21,3,2
gift,62,244,0.12104532310537865,19,3,0
food,74,471,-0.22791545480097125,19,3,1
household,80,949,-0.2083694814305633,19,3,1
food,53,486,-0.22530932501825018,8,3,2
gift,62,244,-0.026461622596633337,11,2,0
food,49,502,-0.13539784751437364,14,0,2
food,74,977,-0.23052158458369232,20,4,2
household,43,913,-0.2036784478216654,20,4,1
food,49,282,-0.217490935670087,14,4,1
food,53,616,-0.21618787077872648,14,4,1
food,49,282,-0.20967254632192384,10,6,1
subscription,21,817,7.166977803670036,10,6,0
family,65,1011,-0.10412429012172092,20,5,1
food,74,301,-0.22270319523552914,18,5,1
transportation,81,755,-0.23182464947505285,17,5,1
food,53,616,-0.2164484837569986,6,5,2
apparel,15,971,-0.15311953003687684,6,1,0
food,18,209,-0.10282122523036039,22,3,0
transportation,4,1006,-0.22661238990961072,22,3,1
household,43,380,-0.005612584334864859,22,3,0
food,79,52,-0.22921851969233178,17,3,1
transportation,4,330,-0.22791545480097125,17,3,1
transportation,81,745,-0.22921851969233178,16,3,1
transportation,4,350,-0.23052158458369232,16,3,1
food,53,616,-0.2164484837569986,7,2,2
other,62,661,-0.23182464947505285,7,0,1
food,41,313,-0.23052158458369232,7,0,1
food,32,693,-0.19664189740831853,20,4,1
apparel,46,322,-0.20889070738710752,22,6,1
family,65,1011,-0.22921851969233178,17,6,1
food,53,616,-0.2164484837569986,7,6,2
food,22,167,-0.22400626012688965,0,5,1
food,74,383,-0.2083694814305633,0,5,0
food,49,282,-0.2135817409960054,0,5,1
food,85,1011,-0.21097561121328437,0,4,1
food,27,1011,-0.15364075599342106,0,4,1
food,74,471,-0.22791545480097125,0,4,1
food,49,282,-0.217490935670087,0,4,2
food,49,282,-0.2122786761046449,0,5,1
food,18,504,-0.12810068412275466,0,2,2
food,53,616,-0.2164484837569986,0,6,2
food,49,282,-0.20185415697376066,0,1,2
subscription,77,348,-0.2083694814305633,0,0,2
subscription,21,1011,0.4692242620769122,0,0,2
household,43,878,0.009763581383189394,0,6,0
household,43,910,0.02357606923161101,0,6,0
food,27,1011,-0.2031572218651212,0,6,2
food,9,1011,-0.22530932501825018,0,6,2
food,74,196,-0.2214001303441686,0,6,1
food,53,616,-0.2164484837569986,0,6,2
subscription,60,1011,-0.20576335164784224,0,6,2
food,74,866,-0.22661238990961072,0,3,1
food,49,503,-0.15885301555886316,0,3,2
other,62,64,-0.22921851969233178,0,3,1
beauty,33,476,-0.19273270273423695,0,3,1
food,41,313,-0.22530932501825018,0,3,2
food,53,616,-0.2164484837569986,0,3,2
food,49,283,-0.20185415697376066,0,4,2
food,53,15,-0.2164484837569986,0,4,2
maid,62,1011,0.286795177286438,0,4,1
health,52,161,-0.22869729373578757,20,4,2
health,35,462,-0.025940396640089125,20,4,2
health,35,416,5.681483827519032,20,4,0
money transfer,37,1011,2.371699003463286,16,4,2
family,65,295,-0.2214001303441686,8,4,1
food,9,918,-0.21097561121328437,17,5,2
food,22,167,-0.22348503417034546,17,5,2
food,9,1011,-0.229739745648876,17,5,2
household,43,944,-0.2044602867564817,17,5,0
food,85,1011,-0.19794496229967906,17,5,2
food,53,15,-0.2164484837569986,8,5,2
health,35,461,0.02618219901433207,21,1,2
transportation,4,74,-0.22661238990961072,16,1,1
transportation,4,773,-0.22661238990961072,13,1,1
transportation,81,19,-0.23312771436641336,13,1,1
apparel,26,836,0.4689636490986401,13,1,0
transportation,4,405,-0.22400626012688965,20,3,1
health,52,403,-0.19299331571250905,20,3,0
transportation,4,775,-0.22400626012688965,17,3,1
health,39,827,-0.1301855879489315,17,3,2
transportation,81,20,-0.23182464947505285,16,3,1
subscription,77,720,-0.19377515464732536,10,2,0
food,53,15,-0.2164484837569986,9,2,2
apparel,46,323,-0.21097561121328437,9,2,1
food,85,484,-0.23182464947505285,8,2,1
culture,56,103,-0.15259830408033262,12,0,0
food,9,429,-0.22843668075751547,12,4,1
food,32,359,-0.2300003586271481,12,4,1
food,25,133,-0.22895790671405966,12,4,1
food,53,15,-0.2164484837569986,6,4,2
food,53,616,-0.21618787077872648,18,1,2
food,74,18,-0.22921851969233178,20,3,2
transportation,4,74,-0.22661238990961072,20,3,1
transportation,81,79,-0.22921851969233178,20,3,1
transportation,4,51,-0.22661238990961072,20,3,1
culture,56,103,-0.12080352073113569,13,3,0
household,43,542,-0.17136243851592425,22,2,0
food,22,167,-0.22426687310516177,20,2,2
subscription,50,1011,-0.19612067145177434,15,2,2
self-development,62,588,0.01315155010072677,11,2,2
food,53,26,-0.2073270295174749,8,2,2
food,41,980,-0.20706641653920277,22,0,2
household,43,188,-0.2135817409960054,22,0,2
food,25,152,-0.22713361586615494,13,0,2
food,53,15,-0.21618787077872648,5,4,2
food,18,502,-0.09786957864319037,20,6,0
household,43,942,-0.17996266679890374,20,6,2
education,75,736,-0.22270319523552914,20,6,2
food,9,264,-0.22791545480097125,20,6,2
household,43,198,-0.20967254632192384,20,6,0
food,27,1011,-0.20185415697376066,22,5,1
family,65,1011,-0.033758785988252306,22,5,1
food,32,992,-0.19273270273423695,20,5,2
household,43,699,-0.18752044316879482,20,1,2
food,53,618,-0.21618787077872648,20,1,2
food,32,678,-0.2214001303441686,20,1,2
household,43,580,-0.1645865010808495,20,1,0
food,32,865,-0.21879400056144754,20,1,2
transportation,4,74,-0.22661238990961072,0,1,1
food,18,209,0.1630040126071877,0,1,0
food,79,1011,-0.23130342351850863,0,1,1
household,2,974,-0.20055109208240013,0,1,0
household,2,844,-0.2031572218651212,0,1,1
other,62,869,0.7272311105662971,0,1,0
transportation,4,778,-0.2255699379965223,0,1,1
transportation,81,770,-0.22661238990961072,0,1,1
transportation,81,749,-0.22400626012688965,0,1,1
food,22,167,-0.22426687310516177,0,2,2
food,53,486,-0.22765484182269916,0,2,2
apparel,46,323,-0.21566664482218226,0,1,1
household,80,329,-0.22921851969233178,0,1,1
household,43,1011,-0.2169697097135428,0,1,0
health,52,184,-0.2083694814305633,0,1,2
food,49,241,-0.22400626012688965,0,1,2
food,53,15,-0.21618787077872648,0,1,2
household,43,1011,-0.09396038396910879,0,0,0
food,27,10,-0.20055109208240013,0,0,2
food,53,15,-0.21618787077872648,0,5,2
food,22,167,-0.22426687310516177,0,3,1
transportation,4,742,-0.23052158458369232,0,4,1
subscription,77,348,-0.1823081836033527,0,4,2
subscription,21,1011,0.4692242620769122,0,2,2
food,74,73,-0.22921851969233178,0,2,1
other,62,364,-0.20055109208240013,0,2,1
subscription,55,630,-0.15728933768923054,0,6,2
money transfer,37,1011,2.371699003463286,0,6,2
subscription,55,630,-0.15728933768923054,22,3,2
subscription,55,630,-0.15728933768923054,22,3,0
subscription,40,904,-0.02711576117209632,21,3,0
transportation,4,723,-0.22400626012688965,12,0,1
transportation,4,1006,-0.2214001303441686,19,4,1
festivals,19,663,-0.2214001303441686,19,4,1
festivals,19,663,-0.23182464947505285,16,4,1
festivals,19,663,-0.10412429012172092,13,4,1
subscription,55,630,-0.15728933768923054,18,5,2
food,74,357,-0.23182464947505285,10,5,1
household,80,851,-0.23208526245332495,21,1,1
apparel,26,876,-0.17709592403791058,19,1,1
festivals,19,182,-0.1823081836033527,18,1,1
household,80,373,-0.2086300944088354,18,1,1
household,44,430,-0.22739422884442703,11,1,1
household,43,1011,-0.2214001303441686,9,1,1
subscription,77,720,-0.18465370040780166,4,1,2
transportation,4,351,-0.2214001303441686,18,3,1
other,62,521,0.2576065237199622,21,2,0
food,32,681,-0.2258305509747944,19,2,1
maid,62,1011,0.286795177286438,13,2,1
gift,62,418,-0.1823081836033527,23,0,2
festivals,19,805,-0.22921851969233178,19,0,1
food,74,471,-0.22791545480097125,21,4,1
transportation,81,92,0.11296632077894336,19,6,0
transportation,81,93,0.08638379699518856,19,6,0
family,65,1011,-0.21618787077872648,12,0,1
transportation,81,767,-0.0627910717677649,0,0,2
household,44,430,-0.23078219756196441,0,5,1
food,27,1011,-0.17448979425518954,0,3,1
food,32,992,-0.16145914534158423,0,3,1
subscription,87,24,1.235426418196904,0,3,2
gift,62,436,1.459553579510915,0,4,0
family,14,408,0.5990095252564209,0,4,0
health,52,1011,-0.11246390542642831,0,2,2
other,62,183,-0.1823081836033527,0,6,2
subscription,21,1011,0.4692242620769122,0,1,2
health,52,256,-0.2214001303441686,0,1,2
family,65,1011,-0.1301855879489315,0,1,1
household,43,910,0.5617418693635098,0,0,0
maid,62,1011,0.286795177286438,0,0,1
subscription,40,134,-0.19559944549523012,0,5,2
money transfer,37,1011,2.371699003463286,0,5,2
health,52,278,-0.21905461353971964,20,2,2
household,43,910,-0.1940357676255975,20,2,2
food,32,992,-0.1992480271910396,20,2,2
food,32,992,-0.22661238990961072,20,2,1
household,44,334,-0.07806299229451032,17,2,1
apparel,46,323,-0.21879400056144754,21,0,1
food,74,471,-0.22791545480097125,21,0,1
food,41,979,-0.23182464947505285,21,0,1
health,52,144,-0.22895790671405966,21,0,2
subscription,77,348,-0.1783989889292711,18,4,2
transportation,82,87,0.38791301285601515,16,4,2
household,43,1011,-0.15311953003687684,20,6,1
gift,62,418,-0.1473860445148905,15,6,2
food,27,479,-0.22661238990961072,17,1,2
food,27,204,-0.1562468857761421,17,1,2
transportation,4,74,-0.22661238990961072,21,3,1
transportation,81,755,-0.23182464947505285,21,3,1
culture,56,37,-0.08848751142539456,15,3,0
food,76,481,-0.16145914534158423,11,3,1
beauty,33,475,-0.2083694814305633,11,3,2
food,18,306,-0.2083694814305633,21,2,2
other,62,968,-0.23182464947505285,15,4,1
transportation,4,742,-0.23052158458369232,15,4,1
food,74,977,-0.23052158458369232,12,4,1
food,79,1011,-0.23182464947505285,12,4,1
transportation,81,743,-0.22661238990961072,8,4,1
family,65,1011,-0.21618787077872648,7,4,1
health,35,912,-0.22921851969233178,19,6,2
other,62,345,-0.2083694814305633,14,6,2
family,65,1011,-0.22921851969233178,14,6,1
health,52,1011,-0.22009706545280808,20,1,2
food,27,479,-0.21879400056144754,10,1,1
food,27,654,-0.22009706545280808,10,1,1
household,43,1011,-0.20472089973475383,21,3,2
health,52,1011,-0.1950782195386859,12,3,2
household,43,910,-0.08900873738193876,10,3,0
food,9,1011,-0.22530932501825018,10,3,2
food,53,26,-0.2086300944088354,10,3,2
food,18,907,-0.21879400056144754,22,0,1
food,49,1011,-0.20055109208240013,13,0,2
food,27,654,-0.22009706545280808,11,0,1
health,52,1011,-0.13722213836227837,11,0,2
health,39,381,-0.195338832516958,11,0,2
transportation,82,90,0.13042739032317446,11,0,2
food,79,114,-0.22817606777924335,9,0,2
food,10,101,-0.2214001303441686,9,0,2
food,53,616,-0.21723032269181491,9,0,2
food,49,1011,-0.16093791938504,6,4,0
subscription,77,348,-0.2083694814305633,6,4,2
food,18,907,-0.20576335164784224,21,6,2
food,53,616,-0.21723032269181491,0,2,2
transportation,4,351,-0.21879400056144754,0,4,1
transportation,82,87,0.4426417382931574,0,4,2
family,65,1011,0.41710166642249097,0,4,2
food,32,992,-0.1601560804502237,0,4,2
transportation,81,570,-0.2083694814305633,0,4,1
transportation,4,51,-0.22661238990961072,0,4,1
food,74,512,-0.21019377227846806,0,4,2
household,43,910,-0.10047570842591143,0,1,2
health,52,975,-0.22270319523552914,0,2,1
transportation,82,87,0.1408519094540587,0,6,2
food,25,579,-0.18335063551644112,0,6,1
family,65,1011,-0.10412429012172092,0,0,1
other,62,700,-0.22921851969233178,0,0,1
food,74,917,-0.19794496229967906,0,0,2
subscription,21,1011,0.4692242620769122,0,5,2
education,75,792,-0.2214001303441686,0,5,1
food,41,149,-0.22400626012688965,0,3,2
other,62,321,-0.23052158458369232,0,4,2
subscription,60,1011,-0.1901265729515159,0,4,2
maid,62,1011,-0.020728137074647005,0,1,1
food,53,616,-0.21723032269181491,0,1,2
money transfer,37,1011,2.371699003463286,0,1,2
other,62,879,-0.2298179295423576,16,4,2
household,80,662,-0.21879400056144754,10,4,1
household,43,505,-0.23182464947505285,10,4,1
household,43,525,-0.23312771436641336,10,4,1
household,43,654,-0.22791545480097125,10,4,1
food,53,26,-0.2086300944088354,6,4,2
health,52,161,-0.22869729373578757,21,6,2
transportation,78,674,-0.06763847316362608,12,5,1
tourism,83,623,-0.1823081836033527,12,1,1
food,74,48,-0.22921851969233178,12,1,1
tourism,83,623,-0.2083694814305633,4,3,1
health,52,995,-0.21905461353971964,4,3,1
transportation,4,590,-0.1823081836033527,4,3,1
food,10,705,-0.23312771436641336,22,2,1
health,52,901,-0.22426687310516177,5,0,1
transportation,4,218,-0.22400626012688965,22,4,1
food,20,822,-0.14973156131933946,22,4,0
household,38,41,0.5474081555585439,16,4,0
apparel,15,524,1.1207567077571772,16,4,0
food,49,34,-0.1562468857761421,14,6,1
transportation,78,673,-0.012909747726483825,14,6,1
family,65,1011,1.068634112102756,16,5,1
household,44,582,-0.1562468857761421,16,5,1
household,2,846,-0.16145914534158423,18,1,2
beauty,33,861,-0.2214001303441686,18,1,2
food,32,25,-0.2258305509747944,11,1,2
beauty,0,562,-0.2135817409960054,11,1,2
education,75,33,-0.22739422884442703,11,1,2
food,41,228,-0.1911690248646043,21,3,0
food,49,125,-0.1030818382086325,21,3,0
transportation,4,249,-0.21879400056144754,20,3,1
transportation,78,676,-0.14034949410154365,20,3,2
transportation,78,356,-0.22791545480097125,20,3,1
transportation,81,75,-0.21879400056144754,20,3,1
transportation,4,51,-0.22661238990961072,20,3,1
apparel,46,323,-0.2219213563007128,9,3,1
other,62,626,-0.17214427745074057,0,3,0
household,28,433,-0.0861419946209456,0,3,0
household,2,66,-0.21879400056144754,11,2,1
household,43,329,-0.22921851969233178,11,2,1
household,43,374,-0.22270319523552914,11,2,1
subscription,77,348,-0.1778777629727269,11,2,2
family,65,1011,-0.2083694814305633,15,0,1
maid,62,1011,0.03139445857977419,23,4,1
household,43,906,-0.2114968371698286,19,4,1
food,74,42,-0.22270319523552914,19,4,1
household,2,1004,0.13042739032317446,19,5,0
food,53,26,-0.2086300944088354,12,5,2
household,2,898,-0.1510346262107,20,1,0
household,43,247,-0.20524212569129804,11,1,0
festivals,58,450,-0.025940396640089125,0,0,1
transportation,82,91,0.19948982956528255,0,0,2
gift,62,803,-0.10412429012172092,0,6,1
transportation,11,47,-0.1119426794698841,0,6,1
transportation,4,1006,-0.2083694814305633,0,6,1
transportation,11,88,-0.14842849642797892,0,6,1
transportation,4,351,-0.21879400056144754,0,6,1
household,43,358,-0.21462419290909385,0,3,2
food,53,616,-0.21723032269181491,0,3,2
household,80,373,-0.1776171499944548,0,0,2
health,52,645,-0.20185415697376066,0,0,2
tourism,83,952,10.971927286442783,0,5,2
food,53,616,-0.21723032269181491,0,5,2
family,65,1011,1.068634112102756,0,2,2
food,53,486,-0.2258305509747944,0,2,2
health,52,996,-0.22869729373578757,0,4,1
subscription,60,1011,-0.1901265729515159,0,4,2
household,43,1011,-0.1557256598195979,0,4,1
food,10,548,-0.23312771436641336,0,4,2
food,49,157,-0.22791545480097125,0,4,2
gift,62,798,0.0024664179915704263,0,1,0
gift,62,798,0.06397108086378743,0,1,0
apparel,15,415,0.023315456253338904,0,1,0
health,52,318,-0.22739422884442703,0,1,2
family,65,295,-0.2083694814305633,0,1,1
health,39,599,1.378763556246562,0,1,2
subscription,55,412,0.5471475425802719,0,2,2
food,53,616,-0.2167090967352707,0,2,2
subscription,60,1011,-0.1901265729515159,0,6,2
subscription,21,1011,0.4692242620769122,0,6,2
food,74,581,-0.23078219756196441,0,6,2
food,53,616,-0.21723032269181491,0,6,2
apparel,15,650,-0.13044620092720363,0,3,2
health,52,153,-0.23182464947505285,0,3,1
money transfer,37,1011,2.371699003463286,0,3,2
food,18,285,-0.2083694814305633,21,1,2
transportation,4,669,-0.217490935670087,12,1,1
food,22,150,-0.22869729373578757,9,1,2
food,32,360,-0.22921851969233178,21,3,1
transportation,82,69,-0.0011821637042390574,21,3,2
household,2,552,0.02618219901433207,15,3,1
household,2,553,0.5474081555585439,15,3,2
food,74,308,-0.2083694814305633,14,3,1
transportation,81,745,-0.22921851969233178,14,3,1
food,53,616,-0.2177515486483591,13,2,2
health,52,506,-0.08952996333848298,13,2,0
transportation,4,668,-0.20915132036537962,9,2,2
transportation,4,74,-0.22661238990961072,16,0,1
health,52,506,-0.1909084118863322,15,0,0
health,39,506,0.5604388044721493,11,0,0
transportation,81,79,-0.22921851969233178,11,0,1
transportation,4,51,-0.22661238990961072,11,0,1
food,18,659,-0.1783989889292711,20,4,0
food,49,303,-0.1815263446685364,20,4,0
household,2,379,-0.1823081836033527,6,4,1
tourism,83,952,4.977828786184346,19,5,2
food,74,452,-0.16979876064629162,21,1,0
food,22,150,-0.22869729373578757,10,1,2
food,53,616,-0.2177515486483591,10,1,2
household,2,437,-0.1823081836033527,16,3,1
household,2,925,0.3037350208741249,15,3,2
food,32,196,-0.2208789043876244,12,3,2
food,53,616,-0.2177515486483591,14,2,2
other,62,271,0.02618219901433207,13,0,2
food,53,486,-0.2258305509747944,8,0,2
food,32,1011,-0.2114968371698286,19,4,2
food,74,796,-0.2214001303441686,19,4,1
subscription,55,201,0.42882925044473574,15,4,0
food,53,486,-0.2260911639530665,12,4,2
food,22,150,-0.22869729373578757,8,6,2
food,53,486,-0.2260911639530665,8,6,2
food,5,935,-0.22921851969233178,21,5,2
food,86,159,-0.21618787077872648,21,5,2
food,25,454,-0.22322442119207334,21,5,1
food,32,788,-0.22530932501825018,21,5,2
household,34,689,-0.17188366447246847,20,5,2
household,34,967,-0.09369977099083668,20,5,2
food,32,680,-0.22009706545280808,20,5,1
transportation,4,74,-0.22661238990961072,22,1,1
apparel,46,178,-0.21801216162663123,22,1,2
food,5,560,-0.21879400056144754,16,1,2
food,49,7,-0.09369977099083668,16,1,0
transportation,81,82,-0.22400626012688965,12,1,2
food,74,471,-0.22791545480097125,19,2,2
food,53,486,-0.2260911639530665,13,2,2
food,41,313,-0.23052158458369232,20,0,2
gift,62,418,-0.10412429012172092,0,4,2
food,53,616,-0.2177515486483591,0,4,2
food,41,313,-0.23052158458369232,0,5,2
education,75,250,-0.23182464947505285,0,5,2
family,65,1011,1.068634112102756,0,5,2
family,65,1011,0.15648868815038505,0,5,1
food,68,71,-0.2214001303441686,0,2,2
household,43,1011,0.5273409562315918,0,4,0
food,5,908,-0.22921851969233178,0,4,2
food,74,977,-0.22921851969233178,0,4,2
transportation,11,95,-0.23130342351850863,0,4,2
transportation,81,77,-0.2135817409960054,0,4,2
transportation,4,51,-0.22661238990961072,0,4,2
food,32,738,-0.22661238990961072,0,1,2
food,22,150,-0.22765484182269916,0,1,2
food,53,616,-0.2177515486483591,0,1,2
food,18,696,-0.2044602867564817,0,3,2
food,32,63,-0.2083694814305633,0,3,2
food,18,986,-0.18752044316879482,0,3,2
food,49,284,-0.22270319523552914,0,3,2
food,32,363,-0.22791545480097125,0,0,2
subscription,21,1011,0.4692242620769122,0,0,2
transportation,4,757,-0.21879400056144754,0,0,2
food,9,1011,-0.22530932501825018,0,0,2
food,53,616,-0.2177515486483591,0,0,2
other,62,375,-0.23312771436641336,0,5,2
subscription,60,1011,-0.1901265729515159,0,5,2
food,41,173,-0.19794496229967906,0,5,2
transportation,82,91,0.21147802656579942,0,2,2
money transfer,37,1011,2.371699003463286,0,2,2
gift,62,440,1.0165115164483347,8,0,2
beauty,33,861,-0.21879400056144754,19,4,2
transportation,4,760,-0.2214001303441686,7,4,1
transportation,81,83,-0.22661238990961072,22,6,1
transportation,4,51,-0.22661238990961072,22,6,1
food,49,303,-0.18582645881002613,13,6,2
food,32,163,-0.23052158458369232,10,6,2
family,65,1011,0.15648868815038505,9,6,2
maid,62,507,0.286795177286438,9,6,1
health,52,336,-0.23130342351850863,9,5,1
food,74,61,-0.22817606777924335,11,1,2
food,32,360,-0.22921851969233178,11,1,2
food,53,616,-0.2177515486483591,11,1,2
transportation,81,755,-0.23182464947505285,13,3,1
food,53,616,-0.2177515486483591,9,2,2
food,32,862,-0.22530932501825018,9,0,2
other,62,342,-0.08066912207723138,9,0,2
food,53,616,-0.2177515486483591,23,4,2
gift,62,439,0.18124692108623514,23,4,2
food,20,922,-0.16641079192875424,23,4,2
transportation,81,84,-0.22921851969233178,23,4,1
transportation,4,51,-0.22661238990961072,23,4,1
gift,62,347,-0.1692775346897474,21,5,2
food,32,865,-0.21879400056144754,10,1,2
food,25,578,-0.19768434932140697,10,1,1
food,32,200,-0.2135817409960054,10,1,2
food,10,260,-0.229739745648876,10,1,2
food,53,616,-0.2177515486483591,10,1,2
transportation,11,472,-0.23130342351850863,20,3,1
transportation,11,535,-0.23052158458369232,20,3,1
food,53,616,-0.2177515486483591,10,2,2
gift,62,527,-0.19872680123449538,23,0,2
food,53,616,-0.2177515486483591,19,0,2
other,62,338,-0.2214001303441686,19,4,2
education,75,791,-0.22687300288788284,19,4,2
food,53,616,-0.2177515486483591,20,5,2
beauty,33,475,-0.2083694814305633,0,1,2
food,53,616,-0.2177515486483591,0,1,2
health,52,339,-0.13383416964474099,0,0,2
transportation,81,65,-0.10386367714344881,0,0,2
subscription,60,945,-0.1901265729515159,0,0,2
transportation,4,74,-0.22661238990961072,0,3,1
transportation,4,51,-0.22661238990961072,0,3,1
culture,56,116,-0.036364915770973366,0,3,1
food,10,260,-0.22530932501825018,0,3,2
food,53,616,-0.2177515486483591,0,3,2
food,22,171,-0.22530932501825018,0,3,2
household,44,838,-0.22765484182269916,0,4,1
education,75,790,-0.23364894032295758,0,5,1
food,74,124,-0.22400626012688965,0,5,1
food,53,616,-0.2177515486483591,0,5,2
food,18,300,-0.18752044316879482,0,2,1
food,13,46,-0.22921851969233178,0,2,1
health,52,142,-0.229739745648876,0,2,1
health,52,886,-0.18491431338607375,0,2,2
family,65,1011,0.41710166642249097,0,2,2
food,85,716,-0.22791545480097125,0,4,2
food,53,616,-0.2177515486483591,0,4,2
food,5,908,-0.22921851969233178,0,1,2
household,43,910,-0.1648471140591216,0,1,2
food,49,659,-0.17111485618656577,0,1,2
subscription,21,1011,0.4692503233747394,0,1,2
food,74,977,-0.22921851969233178,0,1,2
food,25,578,-0.19768434932140697,0,1,2
food,74,61,-0.22817606777924335,0,0,2
food,53,616,-0.217490935670087,0,0,2
maid,62,1011,0.02618219901433207,0,0,1
money transfer,37,1011,2.371699003463286,0,0,2
apparel,15,973,-0.06372927848954449,20,6,2
food,18,157,-0.22791545480097125,19,5,2
transportation,4,74,-0.22661238990961072,19,5,1
food,5,874,-0.22400626012688965,17,5,1
food,49,123,-0.2031572218651212,17,5,1
household,44,344,-0.16276221023294477,17,5,1
food,79,113,-0.2255699379965223,11,5,2
transportation,81,81,-0.2135817409960054,9,5,1
transportation,4,51,-0.22661238990961072,9,5,1
food,32,483,-0.22530932501825018,9,1,2
education,75,1009,-0.22661238990961072,9,1,1
food,53,616,-0.2177515486483591,9,1,2
household,43,1011,0.025139747101243646,20,3,2
food,74,61,-0.22817606777924335,20,3,2
