Category,Subcategory,Note,Amount,Hour,DayOfWeek,Payment Mode
family,65,1011,0.286795177286438,17,5,2
festivals,69,804,-0.10412429012172092,13,1,2
other,62,391,-0.2083694814305633,8,3,1
subscription,55,1011,-0.1690169217114753,14,4,2
other,62,719,-0.23312771436641336,16,3,1
grooming,72,475,-0.2083694814305633,16,3,1
investment,48,564,2.7068472935212142,0,5,2
investment,70,1011,0.02618219901433207,0,2,2
investment,57,1011,0.02618219901433207,0,2,2
subscription,55,1011,-0.1690169217114753,0,4,2
investment,57,1011,0.02618219901433207,0,0,2
family,24,733,-0.038971045553694426,0,0,2
investment,70,1011,0.02618219901433207,0,3,2
investment,57,1011,0.02618219901433207,0,3,2
family,54,520,-0.16667140490702634,0,0,2
investment,67,1011,2.371699003463286,0,0,2
money transfer,62,1011,3.674763894823816,0,0,2
other,62,441,-0.1692775346897474,18,3,1
subscription,55,1011,-0.1690169217114753,10,1,2
subscription,55,1011,-0.1690169217114753,16,4,2
subscription,55,632,0.44290235127142946,7,6,2
health,52,319,-0.23182464947505285,10,6,1
investment,70,1011,0.02618219901433207,0,6,2
investment,57,649,0.02618219901433207,0,6,2
investment,57,648,0.02618219901433207,0,4,2
investment,70,1011,0.02618219901433207,0,2,2
investment,57,647,0.02618219901433207,0,2,2
subscription,55,1011,-0.1690169217114753,0,2,2
subscription,55,1011,-0.1690169217114753,0,4,2
family,54,412,0.44290235127142946,0,4,2
investment,67,1011,2.371699003463286,0,4,2
money transfer,62,1011,3.674763894823816,0,4,2
other,62,691,-0.20657125188048578,11,4,2
transportation,82,289,0.5995307512129652,17,1,2
subscription,55,1011,-0.1690169217114753,10,1,2
subscription,1,195,0.02487913412297154,12,4,2
subscription,55,635,-0.14321623686253682,11,6,2
food,74,510,-0.19794496229967906,22,1,2
food,32,469,-0.07806299229451032,18,3,2
family,24,411,0.0014239660784820024,17,3,2
other,62,430,-0.22452748608343387,19,2,1
food,22,1011,-0.212539289082917,0,5,1
subscription,55,1011,-0.1690169217114753,0,5,2
investment,70,1011,0.02618219901433207,0,4,2
investment,57,649,0.02618219901433207,0,4,2
investment,57,648,0.02618219901433207,0,6,2
investment,70,1011,0.02618219901433207,0,0,2
investment,57,647,0.02618219901433207,0,0,2
food,32,246,-0.2167090967352707,0,0,1
investment,67,1011,2.371699003463286,0,6,2
money transfer,62,1011,2.371699003463286,0,6,2
food,86,9,-0.22791545480097125,0,6,1
transportation,4,728,-0.2214001303441686,9,5,2
subscription,55,1011,-0.1690169217114753,12,1,2
food,32,837,-0.1030818382086325,19,3,2
grooming,72,476,-0.2031572218651212,11,3,2
transportation,4,731,-0.22400626012688965,11,3,1
food,32,187,-0.18752044316879482,9,4,2
investment,48,564,2.7068472935212142,21,5,2
other,62,180,-0.2083694814305633,12,5,1
subscription,55,1011,-0.1690169217114753,20,1,2
investment,70,1011,0.02618219901433207,0,6,2
investment,57,649,0.02618219901433207,0,6,2
investment,57,648,0.02618219901433207,0,5,2
subscription,55,1011,-0.1690169217114753,0,3,2
investment,70,1011,0.02618219901433207,0,4,2
investment,57,647,0.02618219901433207,0,4,2
subscription,55,1011,-0.1690169217114753,0,2,2
other,62,430,-0.22791545480097125,0,0,1
investment,67,1011,2.371699003463286,0,5,2
money transfer,62,1011,2.371699003463286,0,5,2
subscription,40,902,-0.15650749875441422,22,4,2
food,32,372,-0.16693201788529846,8,5,2
subscription,42,544,-0.19038718592978798,22,3,2
subscription,55,1011,-0.1690169217114753,10,6,2
household,80,849,-0.2214001303441686,21,2,1
subscription,55,1011,-0.1690169217114753,7,0,2
investment,70,1011,0.02618219901433207,0,3,2
investment,57,649,0.02618219901433207,0,3,2
subscription,55,1011,-0.1690169217114753,0,0,2
food,32,1011,0.09889321995224963,0,0,2
investment,57,648,0.02618219901433207,0,1,2
investment,70,1011,0.02618219901433207,0,6,2
investment,57,647,0.02618219901433207,0,6,2
subscription,63,903,-0.1562468857761421,0,0,2
subscription,55,1011,-0.1690169217114753,0,4,2
food,5,806,-0.22921851969233178,0,4,1
transportation,4,557,-0.2214001303441686,0,4,1
other,62,526,-0.22661238990961072,0,4,1
investment,67,1011,2.371699003463286,0,1,2
money transfer,62,1011,2.371699003463286,0,1,2
other,62,686,-0.2083694814305633,5,5,1
other,62,500,-0.19299331571250905,15,1,2
subscription,42,544,-0.19038718592978798,14,5,2
subscription,55,1011,-0.1690169217114753,4,1,2
food,32,830,-0.22530932501825018,12,3,1
other,62,790,-0.23312771436641336,12,3,1
gift,62,449,-0.2135817409960054,12,6,2
subscription,55,633,-0.1690169217114753,17,5,2
food,32,299,-0.21879400056144754,0,4,1
other,62,1000,-0.1692775346897474,0,4,1
education,73,456,-0.22921851969233178,0,4,1
investment,70,1011,0.02618219901433207,0,1,2
investment,57,649,0.02618219901433207,0,1,2
investment,57,648,0.02618219901433207,0,6,2
subscription,55,633,-0.1690169217114753,0,0,2
investment,70,1011,0.02618219901433207,0,5,2
investment,57,647,0.02618219901433207,0,5,2
investment,67,1011,2.371699003463286,0,6,2
food,74,245,-0.21618787077872648,19,3,2
grooming,72,475,-0.2083694814305633,10,3,1
food,74,3,-0.2083694814305633,10,3,2
other,62,430,-0.23156403649678073,10,3,1
subscription,55,633,-0.1690169217114753,7,2,2
other,62,641,-0.1692775346897474,7,2,1
food,74,3,-0.2214001303441686,7,2,2
money transfer,62,1011,2.371699003463286,20,0,2
subscription,3,211,-0.1825687965816248,6,6,2
food,74,164,-0.22400626012688965,21,1,1
subscription,42,544,-0.19038718592978798,9,1,2
food,32,245,-0.2122786761046449,19,2,1
food,32,261,-0.19142963784287642,21,3,1
transportation,4,1006,-0.22400626012688965,11,2,1
health,35,489,-0.2135817409960054,11,2,2
investment,70,1011,0.02618219901433207,0,3,2
investment,57,649,0.02618219901433207,0,3,2
investment,57,648,0.02618219901433207,0,5,2
subscription,55,633,-0.1690169217114753,0,5,2
food,32,1011,-0.19273270273423695,0,2,1
investment,70,1011,0.02618219901433207,0,1,2
investment,57,647,0.02618219901433207,0,1,2
investment,67,1011,2.371699003463286,0,2,2
money transfer,62,1011,2.371699003463286,11,3,2
subscription,3,211,-0.1825687965816248,19,5,2
subscription,42,544,-0.19038718592978798,9,0,2
apparel,26,876,-0.1823081836033527,0,4,1
investment,70,1011,0.02618219901433207,0,5,2
investment,57,649,0.02618219901433207,0,5,2
household,44,290,-0.23052158458369232,0,2,1
subscription,55,633,-0.1690169217114753,0,4,2
other,62,556,0.28523149941680537,0,1,2
investment,57,648,0.02618219901433207,0,0,2
investment,70,1011,0.02618219901433207,0,3,2
investment,57,647,0.02618219901433207,0,3,2
food,62,273,-0.14321623686253682,0,3,1
transportation,4,467,-0.22661238990961072,0,3,1
food,62,401,-0.22530932501825018,0,0,1
investment,67,1011,2.371699003463286,0,0,2
money transfer,62,1011,2.371699003463286,0,0,2
food,62,197,-0.18439308742952956,0,0,2
food,62,274,-0.09369977099083668,17,4,1
food,62,276,-0.2083694814305633,17,6,1
beauty,51,477,0.286795177286438,17,6,1
other,62,430,-0.22713361586615494,23,2,1
other,62,211,-0.1825687965816248,7,2,2
apparel,26,875,-0.1640652751243053,17,0,2
household,44,390,-0.2214001303441686,17,0,1
other,62,544,-0.19038718592978798,23,1,2
gift,62,845,-0.11324574436124463,9,3,2
food,22,1011,-0.2135817409960054,22,2,1
health,52,490,-0.17709592403791058,21,2,2
health,52,404,-0.173186729363829,14,2,2
transportation,4,1006,-0.2214001303441686,0,2,2
transportation,4,896,-0.2083694814305633,0,4,1
investment,57,1011,0.02618219901433207,0,1,2
recurring deposit,62,1011,0.02618219901433207,0,1,2
other,62,430,-0.22713361586615494,0,6,1
investment,57,816,0.02618219901433207,0,3,2
recurring deposit,62,1011,0.02618219901433207,0,5,2
food,74,272,-0.21097561121328437,0,5,1
other,62,734,-0.1823081836033527,0,5,1
investment,57,511,0.02618219901433207,0,5,2
apparel,26,547,-0.14973156131933946,0,4,1
apparel,26,821,-0.032976947053435984,0,1,2
food,22,1011,-0.212539289082917,0,1,1
money transfer,62,1011,12.796218134347525,0,1,2
public provident fund,62,1011,2.371699003463286,0,1,2
gift,62,939,0.03243691049286261,0,1,2
transportation,4,1011,-0.2214001303441686,9,3,1
transportation,4,1011,-0.22661238990961072,9,3,1
transportation,4,1011,-0.22400626012688965,9,3,1
food,74,395,-0.22791545480097125,16,0,1
other,62,211,-0.1825687965816248,6,4,2
other,62,633,-0.1690169217114753,21,2,2
food,22,8,-0.212539289082917,21,2,1
other,62,432,-0.15364075599342106,21,2,1
food,20,395,-0.22791545480097125,0,0,1
recurring deposit,62,1011,0.02618219901433207,0,3,2
investment,57,2,0.02618219901433207,0,3,2
investment,57,816,0.02618219901433207,0,2,2
other,62,633,-0.1690169217114753,0,2,2
investment,57,511,0.02618219901433207,0,1,2
recurring deposit,62,1011,0.02618219901433207,0,1,2
food,18,31,-0.212539289082917,0,1,1
public provident fund,62,1011,2.371699003463286,0,2,1
transportation,4,730,-0.22400626012688965,0,6,1
money transfer,62,1011,2.371699003463286,0,3,2
transportation,4,571,-0.21618787077872648,0,3,1
food,74,1001,-0.21618787077872648,19,2,1
transportation,4,220,-0.21592725780045438,19,2,1
food,79,1011,-0.23182464947505285,19,2,1
food,74,915,-0.1692775346897474,12,2,1
health,35,409,-0.195338832516958,9,2,1
transportation,4,465,-0.18752044316879482,9,2,1
beauty,33,475,-0.2214001303441686,14,0,1
transportation,4,727,-0.22661238990961072,6,0,1
transportation,11,813,-0.06112314870682343,10,4,2
gift,62,939,0.02618219901433207,21,6,2
transportation,11,762,-0.06242621359818396,21,6,1
other,62,211,-0.1825687965816248,7,5,2
household,44,840,-0.17188366447246847,17,3,1
household,2,782,-0.2083694814305633,18,2,1
transportation,4,585,-0.22921851969233178,14,0,1
other,62,494,-0.22400626012688965,8,0,1
other,62,633,-0.1690169217114753,13,4,2
other,62,946,-0.10412429012172092,18,6,1
apparel,15,232,0.15101581560667082,21,3,2
transportation,78,665,-0.025158557705272807,21,3,2
money transfer,62,1011,0.286795177286438,21,3,1
recurring deposit,62,1011,0.02618219901433207,0,2,2
investment,57,2,0.02618219901433207,0,2,2
investment,57,816,0.02618219901433207,0,0,2
gift,62,543,1.858030823288965,0,0,2
investment,57,511,0.02618219901433207,0,3,2
recurring deposit,62,1011,0.02618219901433207,0,3,2
food,5,327,-0.12497332838348939,0,5,2
public provident fund,62,1011,2.371699003463286,0,2,2
other,62,735,-0.2083694814305633,14,6,1
other,62,634,-0.14321623686253682,10,1,1
health,35,170,-0.2031572218651212,10,1,1
health,35,68,-0.1562468857761421,10,1,1
other,62,211,-0.1825687965816248,10,3,2
other,62,867,-0.22661238990961072,8,2,1
other,62,629,0.3125958621353765,8,1,2
food,49,302,-0.13565846049264574,0,1,2
investment,57,2,0.02618219901433207,0,0,2
recurring deposit,62,1011,0.02618219901433207,0,0,2
investment,57,816,0.02618219901433207,0,4,2
recurring deposit,62,1011,0.02618219901433207,0,2,2
investment,57,511,0.02618219901433207,0,2,2
public provident fund,62,1011,2.371699003463286,0,0,2
money transfer,62,1011,2.371699003463286,11,1,2
other,62,843,-0.15963485449367948,7,1,2
other,62,189,-0.21566664482218226,13,3,2
other,62,211,-0.1825687965816248,9,0,2
household,44,624,0.6774540317163249,9,0,2
other,62,518,0.14345803923677974,9,4,2
recurring deposit,62,1011,0.02618219901433207,0,4,2
investment,57,2,0.02618219901433207,0,4,2
investment,57,816,0.02618219901433207,0,6,2
recurring deposit,62,1011,0.02618219901433207,0,0,2
investment,57,511,0.02618219901433207,0,0,2
maid,62,1011,-0.1476466574931626,0,3,2
money transfer,62,1011,2.371699003463286,0,3,2
public provident fund,62,1011,2.371699003463286,0,3,2
rent,62,1011,0.41710166642249097,0,3,2
other,62,211,-0.1825687965816248,14,6,2
other,62,632,0.44290235127142946,22,3,2
investment,57,2,0.02618219901433207,0,6,2
recurring deposit,62,1011,0.02618219901433207,0,6,2
other,62,391,-0.11480942223087726,0,1,2
investment,57,816,0.02618219901433207,0,5,2
investment,57,511,0.02618219901433207,0,3,2
recurring deposit,62,1011,0.02618219901433207,0,3,2
other,62,889,-0.15311953003687684,0,2,2
maid,62,1011,-0.1476466574931626,0,6,2
rent,62,1011,0.5038857881871023,0,6,2
money transfer,62,1011,2.371699003463286,0,6,2
public provident fund,62,1011,2.371699003463286,0,6,2
other,62,194,-0.1825687965816248,9,1,2
other,62,194,0.025921586036059964,9,5,2
investment,57,2,0.02618219901433207,0,5,2
recurring deposit,62,1011,0.02618219901433207,0,5,2
other,62,923,-0.2214001303441686,0,5,2
investment,57,816,0.02618219901433207,0,4,2
investment,57,511,0.02618219901433207,0,6,2
recurring deposit,62,1011,0.02618219901433207,0,6,2
cook,62,1011,-0.03219510811861967,0,5,2
rent,62,1011,0.42830802448819155,0,5,2
public provident fund,62,1011,2.371699003463286,0,5,2
household,2,398,0.4616664857070211,21,3,2
money transfer,62,1011,2.371699003463286,12,3,2
transportation,78,258,1.329247090374862,17,3,2
other,62,889,-0.07623870144660558,14,2,2
food,27,226,-0.22921851969233178,11,2,1
food,53,621,-0.22765484182269916,11,2,2
food,53,621,-0.22765484182269916,7,0,2
other,62,518,0.14345803923677974,10,4,2
health,35,652,-0.1692775346897474,8,6,1
food,53,621,-0.22765484182269916,8,6,2
food,53,621,-0.22765484182269916,0,2,1
investment,57,2,0.02618219901433207,0,4,2
recurring deposit,62,1011,0.02618219901433207,0,4,2
food,32,682,-0.22921851969233178,0,4,1
food,53,621,-0.22765484182269916,0,4,1
household,80,848,-0.19273270273423695,0,1,1
health,35,491,-0.15885301555886316,0,2,1
food,53,621,-0.2208789043876244,0,2,1
food,32,464,-0.22921851969233178,0,2,1
food,53,621,-0.22765484182269916,0,6,1
investment,57,816,0.02618219901433207,0,3,2
health,52,566,-0.21618787077872648,0,0,1
investment,57,511,0.02618219901433207,0,5,2
recurring deposit,62,1011,0.02618219901433207,0,5,2
food,32,607,-0.2083694814305633,0,5,1
food,53,621,-0.22765484182269916,0,5,1
public provident fund,62,206,4.977828786184346,0,4,2
food,32,1011,0.07257130914676693,0,4,2
cook,62,1011,1.068634112102756,0,4,1
money transfer,62,1011,2.371699003463286,0,4,0
food,53,621,-0.22713361586615494,0,4,1
food,32,357,-0.22921851969233178,0,1,1
food,53,619,-0.22713361586615494,8,5,1
other,62,897,-0.21905461353971964,10,3,1
food,32,397,-0.20576335164784224,10,3,2
food,18,892,-0.20472089973475383,9,3,2
food,32,881,-0.12497332838348939,9,0,2
food,53,619,-0.21983645247453595,13,4,1
other,62,478,-0.18752044316879482,10,2,2
food,32,880,-0.14999217429761155,10,2,2
other,62,340,-0.10412429012172092,12,5,2
investment,57,2,0.02618219901433207,12,1,2
recurring deposit,62,1011,0.02618219901433207,12,1,2
food,32,1011,-0.05226230744557183,0,3,1
food,32,1011,-0.19377515464732536,0,5,1
recurring deposit,62,1011,0.02618219901433207,0,2,2
investment,57,816,0.02618219901433207,0,2,2
investment,57,511,0.02618219901433207,0,4,2
money transfer,62,1011,2.371699003463286,0,1,2
food,32,1011,-0.15963485449367948,0,2,1
food,32,1011,-0.0027458415738716934,0,2,0
other,62,320,-0.1562468857761421,0,2,1
garbage disposal,62,1011,-0.2214001303441686,0,2,1
cook,62,1011,1.068634112102756,0,6,1
food,32,950,-0.2214001303441686,0,3,1
health,52,536,-0.1643258881025774,20,3,1
food,32,1011,-0.195338832516958,20,3,1
water (jar /tanker),62,1011,-0.22921851969233178,14,6,1
food,53,1011,-0.22765484182269916,8,5,1
food,32,1011,-0.12137686928333433,13,1,0
water (jar /tanker),62,814,-0.22921851969233178,13,1,1
apparel,46,386,-0.2083694814305633,21,0,1
health,39,370,0.7298372403490182,19,0,0
household,44,332,-0.2214001303441686,16,4,1
food,74,835,-0.2206182914093523,18,6,1
food,49,362,-0.22791545480097125,13,6,1
food,10,191,-0.22921851969233178,10,6,1
food,53,1011,-0.22765484182269916,9,6,1
other,62,552,-0.11715493903532621,16,5,1
health,39,370,0.02618219901433207,21,1,1
food,79,1011,-0.22921851969233178,16,1,1
apparel,15,192,-0.22661238990961072,18,3,1
food,53,850,-0.2250487120399781,18,3,1
other,62,354,-0.23312771436641336,18,3,1
apparel,46,522,-0.22400626012688965,19,2,1
food,53,1011,-0.22765484182269916,9,2,1
transportation,4,940,-0.23182464947505285,15,0,1
health,39,824,0.26073387945922744,0,4,0
food,79,1011,-0.22661238990961072,0,4,1
recurring deposit,62,1011,0.02618219901433207,0,5,2
food,79,1011,-0.23234587543159704,0,5,1
transportation,81,956,-0.23135554611416306,0,2,2
investment,57,2,0.02618219901433207,0,2,2
transportation,81,954,-0.23135554611416306,0,2,2
transportation,81,741,-0.22921851969233178,0,2,1
transportation,4,350,-0.23182464947505285,0,2,1
transportation,4,227,-0.22921851969233178,0,2,1
other,62,194,-0.20081170506067222,0,4,2
other,62,790,-0.23286710138814126,0,4,1
investment,57,816,0.02618219901433207,0,0,2
recurring deposit,62,1011,0.02618219901433207,0,0,2
transportation,4,219,-0.23182464947505285,0,6,1
food,5,684,-0.22791545480097125,0,6,1
transportation,4,940,-0.23182464947505285,0,6,1
investment,57,511,0.02618219901433207,0,3,2
beauty,33,1011,-0.22400626012688965,0,3,1
food,5,640,-0.22791545480097125,0,0,1
water (jar /tanker),62,1002,-0.20628457760438645,0,5,1
garbage disposal,62,1011,-0.2300003586271481,0,5,1
maid,62,1011,-0.1476466574931626,0,5,1
cook,62,1011,0.20001105552182674,0,5,1
health,52,688,-0.21306051503946122,0,5,1
health,39,823,0.5474081555585439,0,5,1
food,79,1011,-0.22661238990961072,0,5,1
money transfer,62,1011,2.371699003463286,0,5,2
rent,62,1011,0.5038857881871023,0,5,2
health,52,688,-0.17553224616827795,0,5,1
health,39,370,-0.1562468857761421,0,5,1
food,49,279,-0.22791545480097125,0,5,1
transportation,4,940,-0.23182464947505285,0,5,1
food,10,119,-0.22400626012688965,0,5,1
food,27,225,-0.22921851969233178,0,2,1
food,18,209,-0.2135817409960054,0,2,1
food,49,305,-0.2114968371698286,0,2,2
food,79,1011,-0.23286710138814126,0,2,1
food,53,1011,-0.22765484182269916,11,2,1
food,49,309,-0.22009706545280808,17,2,1
food,79,1011,-0.22921851969233178,17,2,1
food,79,1011,-0.23286710138814126,20,4,1
transportation,4,664,-0.21879400056144754,20,4,1
food,32,396,-0.22661238990961072,20,4,1
food,53,1011,-0.22765484182269916,20,4,1
food,32,991,-0.19273270273423695,22,5,1
transportation,4,667,-0.21723032269181491,5,5,1
food,79,1011,-0.23182464947505285,5,5,1
transportation,4,227,-0.22921851969233178,21,1,1
transportation,81,741,-0.22921851969233178,19,1,1
apparel,26,867,-0.22921851969233178,18,1,1
transportation,81,938,-0.09734835268664616,15,1,0
other,62,889,0.8387734652667584,9,1,2
health,35,409,-0.22270319523552914,20,4,1
health,52,546,-0.2255699379965223,20,4,1
food,62,616,-0.21879400056144754,11,4,1
food,62,377,-0.17527163319000585,8,5,1
food,62,533,-0.1695381476680195,11,1,2
transportation,62,568,-0.22661238990961072,10,1,1
household,62,625,-0.1692775346897474,21,3,1
other,62,517,-0.10412429012172092,19,3,1
food,62,698,-0.22921851969233178,19,3,1
transportation,62,569,-0.23052158458369232,19,3,1
transportation,62,926,-0.2255699379965223,19,3,1
food,62,927,-0.22921851969233178,8,3,1
food,62,260,-0.23052158458369232,8,3,1
food,62,293,-0.22895790671405966,9,0,2
food,62,621,-0.22739422884442703,9,0,1
food,62,549,-0.23182464947505285,0,6,1
food,62,927,-0.23130342351850863,0,6,1
food,62,927,-0.23182464947505285,0,6,1
food,62,694,-0.22035767843108017,0,1,1
food,62,262,-0.22765484182269916,0,1,2
food,62,469,-0.21879400056144754,0,0,1
food,62,930,-0.229739745648876,0,0,2
food,62,927,-0.23286710138814126,0,0,1
food,62,692,-0.22530932501825018,0,6,1
food,62,420,-0.195338832516958,0,6,1
transportation,62,955,-0.18856289508188326,0,6,2
food,62,393,-0.21201806312637278,0,3,2
other,62,371,-0.1377433643188226,0,3,2
other,62,517,0.6516533468673864,0,3,2
food,62,929,-0.22661238990961072,0,3,1
food,62,927,-0.23286710138814126,0,4,1
food,62,1002,-0.13670091240573415,0,2,1
food,62,239,-0.22400626012688965,0,2,1
food,62,880,-0.22895790671405966,0,2,1
food,62,469,0.07257130914676693,0,4,0
food,62,927,-0.22661238990961072,0,4,1
food,62,621,-0.22765484182269916,0,4,1
food,62,31,-0.21618787077872648,0,1,1
food,62,927,-0.23182464947505285,0,1,1
food,62,469,-0.20654519058265855,0,1,1
other,62,868,-0.2083694814305633,0,1,1
food,62,292,-0.22739422884442703,0,1,1
other,62,451,-0.2214001303441686,0,1,1
other,62,721,2.371699003463286,0,1,2
food,62,621,-0.22765484182269916,0,1,1
food,62,158,-0.22661238990961072,0,1,1
food,62,621,-0.22765484182269916,0,0,1
household,62,398,-0.03011020429244282,0,0,1
apparel,62,972,-0.16979876064629162,0,0,1
food,62,225,-0.22921851969233178,16,2,1
food,62,243,-0.22400626012688965,16,2,1
transportation,62,215,-0.2083694814305633,23,0,1
food,62,378,0.027224650927420494,23,0,1
food,62,621,-0.22765484182269916,7,4,1
food,62,466,-0.22452748608343387,7,4,1
food,62,831,-0.23052158458369232,7,4,1
food,62,291,-0.23052158458369232,18,5,1
food,62,927,-0.22661238990961072,18,5,1
food,62,621,-0.22765484182269916,19,1,1
food,62,687,-0.22661238990961072,7,1,1
food,62,469,-0.15338014301514893,7,1,0
beauty,62,475,-0.21879400056144754,18,3,1
food,62,927,-0.22661238990961072,16,2,1
food,62,927,-0.22921851969233178,16,4,1
food,62,880,-0.2258305509747944,16,4,1
food,62,469,-0.2031572218651212,18,6,1
household,62,263,-0.21879400056144754,18,6,1
food,62,832,-0.22739422884442703,18,6,1
transportation,62,953,-0.16562895299393793,13,6,1
transportation,62,955,-0.19846618825622328,13,6,0
food,62,619,-0.22713361586615494,9,6,1
food,62,863,-0.2214001303441686,9,6,1
food,62,892,-0.217490935670087,9,5,1
food,62,619,-0.22687300288788284,7,1,1
food,62,991,-0.21879400056144754,7,3,1
food,62,927,-0.23234587543159704,7,3,1
food,62,619,-0.22687300288788284,7,3,1
transportation,62,216,-0.22661238990961072,16,0,1
transportation,62,213,-0.2214001303441686,16,0,1
transportation,62,212,-0.23182464947505285,16,0,1
food,62,808,-0.1940357676255975,22,4,1
transportation,62,214,-0.2083694814305633,18,4,1
food,62,927,-0.23182464947505285,18,4,1
food,62,127,-0.2310428105402365,23,6,1
food,62,575,-0.2031572218651212,15,6,1
transportation,62,958,-0.036364915770973366,12,6,2
other,62,517,-0.10412429012172092,18,5,1
food,62,927,-0.23182464947505285,18,5,1
transportation,62,268,-0.18882350806015535,0,5,1
transportation,62,670,-0.21853338758317545,0,5,1
beauty,62,861,-0.2214001303441686,0,3,1
transportation,62,671,-0.1901265729515159,0,3,1
transportation,62,217,-0.2214001303441686,0,4,1
transportation,62,957,-0.06503234338090502,0,4,2
other,62,451,-0.2214001303441686,0,4,1
food,62,927,-0.22921851969233178,0,4,1
food,62,890,-0.22921851969233178,0,5,1
other,62,707,-0.06503234338090502,0,5,1
food,62,931,-0.22921851969233178,0,2,1
food,62,891,-0.22635177693133862,0,6,1
food,62,890,-0.23052158458369232,0,1,1
food,62,927,-0.23052158458369232,0,1,1
other,62,818,0.5038857881871023,0,0,1
other,62,583,-0.1476466574931626,0,0,1
food,62,377,-0.1992480271910396,0,0,2
other,62,331,0.3519484218544645,0,0,1
food,62,863,-0.22530932501825018,0,6,1
food,62,927,-0.22921851969233178,0,6,1
food,62,819,-0.18882350806015535,0,6,1
other,62,793,2.371699003463286,0,6,2
other,62,343,-0.17631408510309426,0,3,2
food,62,1002,-0.14321623686253682,0,3,1
food,62,620,-0.2216607433224407,0,3,1
food,62,469,-0.21723032269181491,0,3,1
other,62,721,2.371699003463286,0,3,2
food,62,150,-0.22713361586615494,0,3,1
food,62,927,-0.23182464947505285,0,3,1
food,62,233,-0.1301855879489315,0,4,0
transportation,62,859,-0.22921851969233178,0,4,1
transportation,62,858,-0.21879400056144754,0,4,1
culture,62,1,-0.22400626012688965,0,4,1
food,62,932,-0.1823081836033527,0,4,1
transportation,62,825,-0.19742373634313484,0,4,1
transportation,62,856,-0.22921851969233178,0,4,1
transportation,62,854,-0.22921851969233178,0,4,1
transportation,62,266,-0.22661238990961072,0,4,1
food,62,927,-0.23182464947505285,0,4,1
transportation,62,852,-0.23182464947505285,0,4,1
